指标,说明
技术指标说明,
1. MA交叉(12%),MA5与MA20交叉是重要的趋势转换信号。当5日均线上穿20日均线时，表示可能开始上涨趋势。
2. 布林带(12%),布林带是以移动平均线为中轨，上下各加减两个标准差形成的带状区域。当价格接近下轨时，可能存在超卖机会。
3. RSI(8%),相对强弱指标，用于判断超买超卖。RSI低于30表示超卖，低于40表示较弱。
4. MACD(12%),平滑异同移动平均线，是重要的趋势指标。当MACD柱由负转正时，表示可能形成上涨趋势。
5. KDJ(8%),随机指标，用于判断超买超卖。K值小于20表示超卖，是买入机会。
6. 成交量(12%),成交量是价格变动的确认指标。当成交量较前期明显放大时，表示趋势更可靠。
7. DMI(8%),趋势方向指标，用于判断趋势强度。ADX大于25且+DI大于-DI时，表示上涨趋势强劲。
8. CCI(5%),顺势指标，用于判断价格偏离程度。CCI在-100到-80之间时，表示可能存在买入机会。
9. TRIX(5%),三重指数平滑移动平均指标，用于判断中长期趋势。TRIX由负转正且持续上升，表示趋势向好。
10. OBV(6%),能量潮指标，用于判断趋势的持续性。当OBV上升且大于其MA时，表示趋势向上。
11. WR(6%),威廉指标，用于判断超买超卖。WR小于-80表示超卖，小于-60表示较弱。
12. EMV(6%),简易波动指标，用于判断趋势的强度。当EMV大于其MA且大于0时，表示趋势向上。
,
信号得分说明,各指标得分根据其重要性赋予不同权重，总分大于0.3时产生买入信号。得分越高，信号越强。
,
筛选结果,以下是按信号得分排序的股票列表：
,
代码,名称,信号得分,当前价格,市值(亿),日成交额(亿),买入理由
002409,雅克科技,0.32,60.5,287.6,1.27,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
000062,深圳华强,0.32,24.6,257.29,1.77,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
002281,光迅科技,0.32,50.05,396.8,27.48,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002459,晶澳科技,0.32,15.09,499.76,1.69,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
600021,上海电力,0.32,9.64,272.1,1.84,MA5上穿MA20；ADX强势；OBV上升趋势；EMV上升
603596,伯特利,0.32,48.12,291.75,2.14,MACD金叉；ADX强势；OBV上升趋势；EMV上升
601865,福莱特,0.32,22.66,531.37,0.82,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
600233,圆通速递,0.32,14.58,503.03,0.69,价格接近布林带下轨；MACD金叉；ADX强势；OBV上升趋势；EMV上升
002312,川发龙蟒,0.32,16.9,318.35,10.31,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
603650,彤程新材,0.32,34.13,204.47,0.71,价格接近布林带下轨；KDJ超卖；CCI回归；OBV上升趋势；WR超卖
002460,赣锋锂业,0.32,37.57,756.24,3.06,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
000938,紫光股份,0.32,25.99,740.47,17.86,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
601066,中信建投,0.32,26.86,2085.0,0.75,价格接近布林带下轨；KDJ超卖；ADX强势；CCI回归；OBV上升趋势；WR超卖
002244,滨江集团,0.32,8.48,263.54,0.71,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
002456,欧菲光,0.32,12.88,426.2,6.55,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
002466,天齐锂业,0.31,35.35,579.35,2.57,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
600048,保利发展,0.31,9.45,1130.01,3.04,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
601728,中国电信,0.31,7.04,6423.8,5.5,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
601928,凤凰传媒,0.31,11.21,286.81,1.59,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600132,重庆啤酒,0.31,67.68,327.7,1.38,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002812,恩捷股份,0.31,34.7,337.03,1.36,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
000002,万  科Ａ,0.31,8.24,983.09,2.34,价格接近布林带下轨；KDJ超卖；ADX强势；OBV上升趋势；WR超卖
603379,三美股份,0.31,32.83,200.3,0.33,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；OBV上升趋势；WR超卖；EMV上升
601988,中国银行,0.31,5.29,15573.11,3.64,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
