指标,说明
技术指标说明,
1. MA交叉(12%),MA5与MA20交叉是重要的趋势转换信号。当5日均线上穿20日均线时，表示可能开始上涨趋势。
2. 布林带(12%),布林带是以移动平均线为中轨，上下各加减两个标准差形成的带状区域。当价格接近下轨时，可能存在超卖机会。
3. RSI(8%),相对强弱指标，用于判断超买超卖。RSI低于30表示超卖，低于40表示较弱。
4. MACD(12%),平滑异同移动平均线，是重要的趋势指标。当MACD柱由负转正时，表示可能形成上涨趋势。
5. KDJ(8%),随机指标，用于判断超买超卖。K值小于20表示超卖，是买入机会。
6. 成交量(12%),成交量是价格变动的确认指标。当成交量较前期明显放大时，表示趋势更可靠。
7. DMI(8%),趋势方向指标，用于判断趋势强度。ADX大于25且+DI大于-DI时，表示上涨趋势强劲。
8. CCI(5%),顺势指标，用于判断价格偏离程度。CCI在-100到-80之间时，表示可能存在买入机会。
9. TRIX(5%),三重指数平滑移动平均指标，用于判断中长期趋势。TRIX由负转正且持续上升，表示趋势向好。
10. OBV(6%),能量潮指标，用于判断趋势的持续性。当OBV上升且大于其MA时，表示趋势向上。
11. WR(6%),威廉指标，用于判断超买超卖。WR小于-80表示超卖，小于-60表示较弱。
12. EMV(6%),简易波动指标，用于判断趋势的强度。当EMV大于其MA且大于0时，表示趋势向上。
,
信号得分说明,各指标得分根据其重要性赋予不同权重，总分大于0.3时产生买入信号。得分越高，信号越强。
,
筛选结果,以下是按信号得分排序的股票列表：
,
代码,名称,信号得分,当前价格,市值(亿),日成交额(亿),买入理由
600745,闻泰科技,0.4,37.0,460.32,8.98,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
603259,药明康德,0.4,55.36,1598.79,33.68,MA5上穿MA20；MACD金叉；成交量放大；ADX强势；OBV上升趋势；EMV上升
603338,浙江鼎力,0.37,62.53,316.62,1.84,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
000627,天茂集团,0.37,4.91,242.58,13.44,MA5上穿MA20；MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600415,小商品城,0.37,14.2,778.68,5.97,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600312,平高电气,0.36,18.62,252.66,1.27,MA5上穿MA20；MACD金叉；OBV上升趋势；EMV上升
601918,新集能源,0.36,7.93,205.43,1.62,MA5上穿MA20；MACD金叉；OBV上升趋势；EMV上升
601985,中国核电,0.35,9.93,1875.11,8.48,MA5上穿MA20；MACD金叉；OBV上升趋势；EMV上升
600029,南方航空,0.35,6.92,1253.97,6.04,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002466,天齐锂业,0.34,37.52,615.79,6.36,价格接近布林带下轨；KDJ超卖；ADX强势；CCI回归；OBV上升趋势；WR超卖；EMV上升
600482,中国动力,0.34,23.85,537.03,3.08,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
002812,恩捷股份,0.34,36.74,356.85,3.23,价格接近布林带下轨；KDJ超卖；CCI回归；OBV上升趋势；WR超卖；EMV上升
600096,云天化,0.34,21.68,397.68,2.63,价格接近布林带下轨；KDJ超卖；CCI回归；OBV上升趋势；WR超卖；EMV上升
600015,华夏银行,0.34,7.77,1236.59,3.05,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600157,永泰能源,0.33,1.84,408.81,32.3,MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
000001,平安银行,0.32,11.67,2264.67,15.38,MA5上穿MA20；MACD金叉；成交量放大；OBV上升趋势；EMV上升
601901,方正证券,0.32,9.02,742.54,6.74,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
689009,九号公司,0.32,47.31,339.12,6.24,MACD金叉；成交量放大；OBV上升趋势；EMV上升
600208,衢州发展,0.32,3.48,296.11,6.09,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
601878,浙商证券,0.32,13.01,595.05,10.88,MA5上穿MA20；MACD金叉；OBV上升趋势；EMV上升
000629,钒钛股份,0.32,3.04,282.57,2.94,MA5上穿MA20；MACD金叉；成交量放大；ADX强势；TRIX上升；OBV上升趋势；EMV上升
601696,中银证券,0.32,11.92,331.14,4.13,MA5上穿MA20；MACD金叉；成交量放大；ADX强势；OBV上升趋势；EMV上升
600582,天地科技,0.3,6.26,259.08,1.64,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
002223,鱼跃医疗,0.3,33.99,340.74,1.69,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
601669,中国电建,0.3,5.56,957.77,3.57,价格接近布林带下轨；RSI超卖；CCI回归；OBV上升趋势；WR超卖；EMV上升
600060,海信视像,0.3,19.44,253.69,1.84,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；OBV上升趋势；WR超卖；EMV上升
