指标,说明
技术指标说明,
1. MA交叉(12%),MA5与MA20交叉是重要的趋势转换信号。当5日均线上穿20日均线时，表示可能开始上涨趋势。
2. 布林带(12%),布林带是以移动平均线为中轨，上下各加减两个标准差形成的带状区域。当价格接近下轨时，可能存在超卖机会。
3. RSI(8%),相对强弱指标，用于判断超买超卖。RSI低于30表示超卖，低于40表示较弱。
4. MACD(12%),平滑异同移动平均线，是重要的趋势指标。当MACD柱由负转正时，表示可能形成上涨趋势。
5. KDJ(8%),随机指标，用于判断超买超卖。K值小于20表示超卖，是买入机会。
6. 成交量(12%),成交量是价格变动的确认指标。当成交量较前期明显放大时，表示趋势更可靠。
7. DMI(8%),趋势方向指标，用于判断趋势强度。ADX大于25且+DI大于-DI时，表示上涨趋势强劲。
8. CCI(5%),顺势指标，用于判断价格偏离程度。CCI在-100到-80之间时，表示可能存在买入机会。
9. TRIX(5%),三重指数平滑移动平均指标，用于判断中长期趋势。TRIX由负转正且持续上升，表示趋势向好。
10. OBV(6%),能量潮指标，用于判断趋势的持续性。当OBV上升且大于其MA时，表示趋势向上。
11. WR(6%),威廉指标，用于判断超买超卖。WR小于-80表示超卖，小于-60表示较弱。
12. EMV(6%),简易波动指标，用于判断趋势的强度。当EMV大于其MA且大于0时，表示趋势向上。
,
信号得分说明,各指标得分根据其重要性赋予不同权重，总分大于0.3时产生买入信号。得分越高，信号越强。
,
筛选结果,以下是按信号得分排序的股票列表：
,
代码,名称,信号得分,当前价格,市值(亿),日成交额(亿),买入理由
001965,招商公路,0.34,12.57,855.27,0.83,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
601600,中国铝业,0.34,7.88,1348.5,3.08,MA5上穿MA20；MACD金叉；ADX强势；EMV上升
600115,中国东航,0.33,4.36,971.9,1.26,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
603885,吉祥航空,0.33,15.39,337.33,0.56,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600316,洪都航空,0.33,36.02,257.23,6.84,MA5上穿MA20；MACD金叉；成交量放大；OBV上升趋势；EMV上升
603589,口子窖,0.33,41.38,247.8,0.87,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
002601,龙佰集团,0.33,18.32,437.65,0.42,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
601933,永辉超市,0.33,6.94,629.81,37.31,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002129,TCL中环,0.32,10.0,404.72,1.83,价格接近布林带下轨；KDJ超卖；CCI回归；WR超卖；EMV上升
002025,航天电器,0.32,59.28,270.42,2.85,MACD金叉；成交量放大；TRIX上升；OBV上升趋势；EMV上升
000933,神火股份,0.32,18.04,404.88,1.53,MACD金叉；ADX强势；OBV上升趋势；EMV上升
603228,景旺电子,0.32,25.52,237.7,0.67,MA5上穿MA20；MACD金叉；ADX强势；EMV上升
000878,云南铜业,0.32,13.31,266.68,1.24,MACD金叉；ADX强势；OBV上升趋势；EMV上升
600089,特变电工,0.31,12.91,652.82,3.01,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
600436,片仔癀,0.31,223.93,1352.64,1.29,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
600183,生益科技,0.31,22.65,551.23,2.05,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600029,南方航空,0.31,7.26,1313.77,1.53,MACD金叉；ADX强势；TRIX上升；EMV上升
601229,上海银行,0.31,8.73,1238.82,1.13,MACD金叉；ADX强势；TRIX上升；OBV上升趋势
000158,常山北明,0.31,24.92,398.85,6.92,价格接近布林带下轨；KDJ超卖；CCI回归；OBV上升趋势；WR超卖；EMV上升
600598,北大荒,0.3,14.82,263.63,0.49,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
600415,小商品城,0.3,14.74,807.74,12.32,MACD金叉；ADX强势；TRIX上升；EMV上升
000807,云铝股份,0.3,14.96,517.77,1.62,MACD金叉；ADX强势；OBV上升趋势；EMV上升
