指标,说明
技术指标说明,
1. MA交叉(12%),MA5与MA20交叉是重要的趋势转换信号。当5日均线上穿20日均线时，表示可能开始上涨趋势。
2. 布林带(12%),布林带是以移动平均线为中轨，上下各加减两个标准差形成的带状区域。当价格接近下轨时，可能存在超卖机会。
3. RSI(8%),相对强弱指标，用于判断超买超卖。RSI低于30表示超卖，低于40表示较弱。
4. MACD(12%),平滑异同移动平均线，是重要的趋势指标。当MACD柱由负转正时，表示可能形成上涨趋势。
5. KDJ(8%),随机指标，用于判断超买超卖。K值小于20表示超卖，是买入机会。
6. 成交量(12%),成交量是价格变动的确认指标。当成交量较前期明显放大时，表示趋势更可靠。
7. DMI(8%),趋势方向指标，用于判断趋势强度。ADX大于25且+DI大于-DI时，表示上涨趋势强劲。
8. CCI(5%),顺势指标，用于判断价格偏离程度。CCI在-100到-80之间时，表示可能存在买入机会。
9. TRIX(5%),三重指数平滑移动平均指标，用于判断中长期趋势。TRIX由负转正且持续上升，表示趋势向好。
10. OBV(6%),能量潮指标，用于判断趋势的持续性。当OBV上升且大于其MA时，表示趋势向上。
11. WR(6%),威廉指标，用于判断超买超卖。WR小于-80表示超卖，小于-60表示较弱。
12. EMV(6%),简易波动指标，用于判断趋势的强度。当EMV大于其MA且大于0时，表示趋势向上。
,
信号得分说明,各指标得分根据其重要性赋予不同权重，总分大于0.3时产生买入信号。得分越高，信号越强。
,
筛选结果,以下是按信号得分排序的股票列表：
,
代码,名称,信号得分,当前价格,市值(亿),日成交额(亿),买入理由
603806,福斯特,0.37,15.78,411.92,1.73,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖；EMV上升
002074,国轩高科,0.36,21.88,394.26,2.16,价格接近布林带下轨；RSI超卖；KDJ超卖；OBV上升趋势；WR超卖
002463,沪电股份,0.36,39.22,752.87,18.6,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
002244,滨江集团,0.36,8.45,262.61,0.82,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
000831,中国稀土,0.36,29.55,313.7,1.62,价格接近布林带下轨；RSI超卖；KDJ超卖；OBV上升趋势；WR超卖
600233,圆通速递,0.36,14.48,499.24,0.81,价格接近布林带下轨；MACD金叉；ADX强势；OBV上升趋势；WR超卖；EMV上升
600436,片仔癀,0.35,219.11,1322.47,2.23,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
600183,生益科技,0.35,24.54,597.15,8.62,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
601012,隆基绿能,0.34,16.76,1269.32,5.09,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
600383,金地集团,0.34,4.93,222.57,2.71,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
600745,闻泰科技,0.34,35.38,440.41,5.51,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
601288,农业银行,0.34,5.15,18024.13,11.51,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002056,横店东磁,0.34,13.41,218.14,0.48,价格接近布林带下轨；KDJ超卖；CCI回归；OBV上升趋势；WR超卖；EMV上升
600707,彩虹股份,0.34,8.23,295.68,3.5,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002129,TCL中环,0.33,9.48,383.29,2.46,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
002261,拓维信息,0.33,19.0,238.7,4.56,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
600438,通威股份,0.33,23.66,1066.52,2.77,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
601398,工商银行,0.33,6.56,23380.25,9.34,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
000062,深圳华强,0.33,24.41,255.52,2.01,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
002409,雅克科技,0.33,60.28,286.94,1.44,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
002459,晶澳科技,0.33,14.98,496.78,1.86,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
002460,赣锋锂业,0.33,37.32,752.61,3.35,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
002281,光迅科技,0.32,49.77,395.53,29.12,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600733,北汽蓝谷,0.32,8.48,472.63,8.73,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖；EMV上升
002466,天齐锂业,0.32,35.08,576.07,2.85,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
601865,福莱特,0.32,22.61,530.2,0.9,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
002920,德赛西威,0.32,116.6,647.03,1.83,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
600021,上海电力,0.32,9.62,270.97,2.1,MA5上穿MA20；ADX强势；OBV上升趋势；EMV上升
603596,伯特利,0.32,48.14,292.54,2.36,MACD金叉；ADX强势；OBV上升趋势；EMV上升
600489,中金黄金,0.32,12.47,604.46,1.21,价格接近布林带下轨；MACD金叉；KDJ超卖；CCI回归；OBV上升趋势；WR超卖
002456,欧菲光,0.32,12.82,424.87,7.63,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
601138,工业富联,0.32,21.84,4343.12,27.37,价格接近布林带下轨；成交量放大；ADX强势；CCI回归；OBV上升趋势；EMV上升
002812,恩捷股份,0.32,34.47,334.9,1.54,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
600048,保利发展,0.32,9.43,1126.42,3.47,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
601668,中国建筑,0.32,5.93,2467.49,3.23,价格接近布林带下轨；KDJ超卖；CCI回归；OBV上升趋势；WR超卖
002304,洋河股份,0.31,83.9,1264.06,1.84,价格接近布林带下轨；KDJ超卖；ADX强势；OBV上升趋势；WR超卖；EMV上升
601168,西部矿业,0.31,16.51,393.19,1.74,价格接近布林带下轨；KDJ超卖；ADX强势；CCI回归；OBV上升趋势；WR超卖；EMV上升
603019,中科曙光,0.31,71.89,1055.26,15.24,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
002312,川发龙蟒,0.31,17.08,324.21,16.59,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
