指标,说明
技术指标说明,
1. MA交叉(12%),MA5与MA20交叉是重要的趋势转换信号。当5日均线上穿20日均线时，表示可能开始上涨趋势。
2. 布林带(12%),布林带是以移动平均线为中轨，上下各加减两个标准差形成的带状区域。当价格接近下轨时，可能存在超卖机会。
3. RSI(8%),相对强弱指标，用于判断超买超卖。RSI低于30表示超卖，低于40表示较弱。
4. MACD(12%),平滑异同移动平均线，是重要的趋势指标。当MACD柱由负转正时，表示可能形成上涨趋势。
5. KDJ(8%),随机指标，用于判断超买超卖。K值小于20表示超卖，是买入机会。
6. 成交量(12%),成交量是价格变动的确认指标。当成交量较前期明显放大时，表示趋势更可靠。
7. DMI(8%),趋势方向指标，用于判断趋势强度。ADX大于25且+DI大于-DI时，表示上涨趋势强劲。
8. CCI(5%),顺势指标，用于判断价格偏离程度。CCI在-100到-80之间时，表示可能存在买入机会。
9. TRIX(5%),三重指数平滑移动平均指标，用于判断中长期趋势。TRIX由负转正且持续上升，表示趋势向好。
10. OBV(6%),能量潮指标，用于判断趋势的持续性。当OBV上升且大于其MA时，表示趋势向上。
11. WR(6%),威廉指标，用于判断超买超卖。WR小于-80表示超卖，小于-60表示较弱。
12. EMV(6%),简易波动指标，用于判断趋势的强度。当EMV大于其MA且大于0时，表示趋势向上。
,
信号得分说明,各指标得分根据其重要性赋予不同权重，总分大于0.3时产生买入信号。得分越高，信号越强。
,
筛选结果,以下是按信号得分排序的股票列表：
,
代码,名称,信号得分,当前价格,市值(亿),日成交额(亿),买入理由
000021,深科技,0.35,19.26,300.41,2.24,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；OBV上升趋势；WR超卖
002157,正邦科技,0.35,3.04,283.59,0.94,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
601600,中国铝业,0.35,7.43,1276.44,2.86,价格接近布林带下轨；KDJ超卖；CCI回归；OBV上升趋势；WR超卖；EMV上升
002244,滨江集团,0.35,8.35,260.12,0.63,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
002179,中航光电,0.35,38.34,812.68,0.88,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖；EMV上升
001979,招商蛇口,0.34,10.64,964.07,2.23,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
603019,中科曙光,0.34,71.75,1049.41,9.17,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
601398,工商银行,0.34,6.61,23665.38,10.57,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600642,申能股份,0.34,9.22,452.21,1.04,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002409,雅克科技,0.34,59.41,282.75,0.79,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
301536,星宸科技,0.34,50.35,210.36,1.12,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；WR超卖
601179,中国西电,0.34,7.9,404.43,4.07,MA5上穿MA20；MACD金叉；ADX强势；OBV上升趋势；EMV上升
600702,舍得酒业,0.34,73.72,245.51,1.08,价格接近布林带下轨；KDJ超卖；CCI回归；OBV上升趋势；WR超卖；EMV上升
600745,闻泰科技,0.34,35.23,438.42,2.18,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖
002304,洋河股份,0.34,83.91,1264.06,0.95,价格接近布林带下轨；KDJ超卖；ADX强势；OBV上升趋势；WR超卖；EMV上升
600763,通策医疗,0.34,47.93,214.3,0.45,价格接近布林带下轨；KDJ超卖；ADX强势；CCI回归；OBV上升趋势；WR超卖
600276,恒瑞医药,0.34,46.9,2993.03,4.19,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
600383,金地集团,0.34,4.84,217.6,1.28,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
000100,TCL科技,0.34,5.13,961.49,14.84,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
600233,圆通速递,0.33,14.46,497.17,0.46,价格接近布林带下轨；MACD金叉；KDJ超卖；ADX强势；OBV上升趋势；WR超卖
002129,TCL中环,0.32,9.44,381.27,1.24,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
002056,横店东磁,0.32,13.35,217.17,0.23,价格接近布林带下轨；KDJ超卖；CCI回归；OBV上升趋势；WR超卖
601727,上海电气,0.32,8.46,1316.49,4.46,价格接近布林带下轨；KDJ超卖；CCI回归；OBV上升趋势；WR超卖
600732,爱旭股份,0.32,12.09,221.16,1.49,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
603296,华勤技术,0.32,60.98,618.58,0.78,价格接近布林带下轨；KDJ超卖；ADX强势；CCI回归；OBV上升趋势；WR超卖
600900,长江电力,0.32,29.44,7232.81,12.43,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
601865,福莱特,0.32,22.31,522.24,0.56,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
002460,赣锋锂业,0.32,37.05,747.36,1.9,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
600438,通威股份,0.32,23.58,1061.57,1.5,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
002466,天齐锂业,0.32,34.81,571.97,1.43,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
600131,国网信通,0.32,20.37,244.56,0.81,价格接近布林带下轨；KDJ超卖；CCI回归；WR超卖；EMV上升
600398,海澜之家,0.32,6.64,317.46,2.52,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002837,英维克,0.32,32.73,243.53,1.84,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
600157,永泰能源,0.32,1.99,442.13,32.12,MACD金叉；ADX强势；TRIX上升；OBV上升趋势；EMV上升
002405,四维图新,0.32,9.59,227.46,1.24,价格接近布林带下轨；KDJ超卖；CCI回归；OBV上升趋势；WR超卖
002459,晶澳科技,0.32,14.93,494.13,1.23,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
002152,广电运通,0.32,12.28,305.46,1.47,价格接近布林带下轨；RSI超卖；KDJ超卖；CCI回归；WR超卖；EMV上升
002812,恩捷股份,0.32,34.06,330.62,0.82,价格接近布林带下轨；RSI超卖；KDJ超卖；WR超卖
